Policy_ID,Customer_Age,Gender,Policy_Type,Annual_Income,Property_Age,Claim_History,Risk_Score,Premium_Amount,Claim_Amount,fraudulent_claim
POL175354,53,Male,Health,63053.55,7,2,Medium,420,9286.42,0
POL175355,58,Male,Property,60528.7,12,4,High,630,31657.65,1
POL175356,60,Male,Auto,63326.63,19,2,High,684,27254.29,1
POL175357,31,Female,Property,85298.35,19,0,High,576,36428.85,0
POL175358,44,Male,Auto,67028.31,9,1,Low,552,0,0
POL175359,47,Male,Auto,80303.5,10,0,High,658,33266.32,0
POL175360,58,Male,Auto,41043.54,15,0,High,680,28852.63,0
POL175361,61,Female,Life,67675.63,15,1,High,586,26135.11,1
POL175362,54,Male,Health,88830.86,1,0,Low,372,4818.57,0
POL175363,23,Male,Property,78328.88,0,2,Medium,510,15398.42,0
POL175364,36,Female,Auto,43439.59,14,0,High,636,28997.39,1
POL175365,54,Female,Health,29803.19,1,0,Low,372,7691.44,1
POL175366,18,Female,Auto,66118.14,2,3,High,600,32069.67,1
POL175367,42,Female,Health,52029.54,4,3,High,448,27035.54,1
POL175368,27,Female,Auto,47474.55,15,0,High,618,27635.22,0
POL175369,63,Female,Life,53602.74,8,1,Low,490,525.07,0
POL175370,43,Female,Property,52845.16,1,1,Low,500,0,0
POL175371,40,Male,Auto,30886.19,18,1,High,644,25743.48,0
POL175372,34,Male,Life,48232.28,9,0,Low,432,5058.19,0
POL175373,47,Female,Auto,60110.73,15,1,High,658,30318.87,1
POL175374,44,Female,Auto,44736.93,10,1,High,652,32967.67,1
POL175375,28,Male,Auto,71030.52,15,0,High,620,31491.16,1
POL175376,21,Female,Auto,91384.99,13,1,High,606,30026.86,1
POL175377,35,Male,Auto,71921.83,4,0,Low,534,3446.07,0
POL175378,36,Male,Auto,84365.72,0,0,Low,536,1246.64,0
POL175379,53,Female,Auto,76620.19,12,2,Medium,620,15618.99,1
POL175380,61,Female,Health,33613.18,15,1,High,486,30488.6,1
POL175381,63,Female,Auto,70875.31,19,4,High,690,27210.05,1
POL175382,67,Male,Auto,57335.93,13,1,High,698,30531.59,0
POL175383,43,Female,Health,48763.47,1,2,Medium,400,11489.34,0
POL175384,18,Male,Auto,78993.71,11,2,Medium,550,12387.93,1
POL175385,37,Male,Property,40969.97,9,3,High,588,37181.3,1
POL175386,28,Male,Auto,63092.04,5,2,Medium,570,15473.15,0
POL175387,42,Male,Property,53715.78,3,2,Medium,548,12294.4,1
POL175388,36,Female,Auto,66719.45,6,0,Low,536,0,0
POL175389,49,Female,Health,49333.64,12,2,Medium,412,14267.39,0
POL175390,18,Female,Auto,72355.92,17,2,High,600,30747.83,0
POL175391,18,Male,Auto,60686.2,1,1,Low,500,8550.27,0
POL175392,20,Female,Health,71165.88,13,1,High,404,35979.22,0
POL175393,63,Male,Life,40389.34,6,0,Low,490,4379.09,0
POL175394,57,Male,Health,68459.84,14,1,High,478,33986.12,0
POL175395,49,Female,Life,62340.03,3,1,Low,462,7136.38,0
POL175396,64,Male,Auto,60524.58,14,2,Medium,642,14600.1,1
POL175397,53,Female,Health,57630.78,15,1,High,470,33055.41,0
POL175398,60,Female,Life,49182.1,4,1,Low,484,6223.12,0
POL175399,25,Female,Life,83735.14,14,1,High,514,35653.9,0
POL175400,47,Female,Health,83508.41,8,1,Low,358,4431.5,0
POL175401,56,Female,Auto,105226.23,5,2,Medium,626,14808.68,0
POL175402,51,Female,Health,39581.24,19,2,High,466,31432.55,1
POL175403,25,Female,Auto,52837.69,0,2,Medium,564,14170.7,0
POL175404,42,Female,Life,81200.29,9,1,Low,448,7765,0
POL175405,43,Female,Auto,69429.08,19,3,High,650,26572.87,1
POL175406,44,Male,Health,77442.81,7,4,High,452,31032.36,0
POL175407,36,Female,Life,51329.71,11,0,High,536,29745.64,1
POL175408,40,Male,Health,59834.1,4,1,Low,344,2760.83,0
POL175409,58,Male,Auto,50900.98,13,1,High,680,30590.53,1
POL175410,33,Male,Life,97744.88,7,1,Low,430,6377.35,0
POL175411,25,Male,Life,45172.43,1,1,Low,414,1979.74,0
POL175412,47,Male,Auto,72934.81,15,2,Medium,608,14878.39,0
POL175413,25,Female,Life,77425.23,15,0,High,514,34703.34,0
POL175414,28,Female,Property,73530.38,12,1,High,570,36464.66,0
POL175415,24,Male,Life,79041.75,7,1,Low,412,8032.85,0
POL175416,38,Male,Property,77122.27,11,1,High,590,28725.67,0
POL175417,51,Male,Health,65961.39,17,3,High,466,24686.66,0
POL175418,38,Male,Auto,79037.98,19,2,High,640,30194.88,1
POL175419,22,Male,Property,46480.25,9,3,High,558,30482.85,0
POL175420,67,Female,Life,46036.19,6,0,Low,498,11063.45,1
POL175421,60,Female,Property,84273.34,18,1,High,634,26375.25,1
POL175422,34,Male,Auto,51678.01,13,0,High,632,25050.83,1
POL175423,38,Male,Health,48055.21,17,1,High,440,32702.59,1
POL175424,23,Male,Auto,75288.01,18,0,High,610,30380.6,0
POL175425,62,Female,Property,47489.76,1,0,Low,538,5864.66,0
POL175426,24,Female,Auto,42882.37,18,2,High,612,30231.01,1
POL175427,28,Male,Health,69019.37,7,1,Low,320,1893.58,0
POL175428,35,Male,Auto,63559.6,0,1,Low,534,6178.61,0
POL175429,55,Male,Auto,27810.96,17,5,High,674,23300.1,0
POL175430,29,Female,Life,101118.15,6,1,Low,422,10445.55,0
POL175431,39,Male,Auto,109779.63,11,0,High,642,26721.06,0
POL175432,20,Female,Health,47132.89,3,2,Medium,354,16042.28,0
POL175433,36,Male,Health,69029.69,1,0,Low,336,2515.4,0
POL175434,60,Male,Auto,79579.49,3,4,High,684,23600.96,1
POL175435,40,Male,Auto,32742.67,15,1,High,644,30806.83,1
POL175436,51,Female,Auto,15000,12,3,High,666,34611.31,1
POL175437,20,Female,Life,93885.56,9,1,Low,404,8547.68,0
POL175438,40,Male,Health,88959.3,19,2,High,444,31296.5,1
POL175439,66,Female,Life,75312.68,4,2,Medium,546,18906.42,0
POL175440,22,Female,Health,59283.94,4,1,Low,308,8946.88,0
POL175441,46,Female,Life,23097.75,15,0,High,556,31085.97,0
POL175442,51,Male,Health,71019.66,17,2,High,466,26523.25,1
POL175443,61,Female,Health,61854.85,16,3,High,486,31416,1
POL175444,22,Female,Health,44173.27,7,2,Medium,358,14128.81,0
POL175445,46,Female,Property,72155.53,5,0,Low,506,6144.16,0
POL175446,62,Male,Property,37591.9,11,0,High,638,34987.25,0
POL175447,41,Female,Auto,60796.25,14,2,Medium,596,19417.98,1
POL175448,56,Female,Auto,62832.81,13,3,High,676,25469.33,1
POL175449,38,Female,Auto,69861.14,8,5,High,640,30749.4,1
POL175450,49,Male,Life,59612.61,12,1,High,562,26710.72,1
POL175451,60,Female,Life,75465.08,6,5,High,584,32418.87,0
POL175452,22,Female,Auto,94035.53,13,2,Medium,558,16081.81,0
POL175453,35,Male,Auto,29200.34,1,1,Low,534,3717.49,0
POL175454,55,Male,Life,89090.49,8,1,Low,474,86.69,0
POL175455,52,Male,Health,66770.04,10,0,High,468,25188.56,0
POL175456,55,Male,Health,15000,16,0,High,474,26911.45,1
POL175457,33,Male,Life,63266.22,2,1,Low,430,0,0
POL175458,52,Male,Auto,61240.58,14,1,High,668,32869.93,1
POL175459,67,Male,Property,72373.35,16,1,High,648,25996.03,0
POL175460,41,Male,Health,68560.88,5,1,Low,346,4179.37,0
POL175461,53,Female,Health,72990.49,18,1,High,470,29465.17,0
POL175462,22,Female,Health,47683.48,4,1,Low,308,3117.26,0
POL175463,26,Male,Life,54701.09,4,3,High,516,28029.51,0
POL175464,21,Female,Health,74174.94,5,2,Medium,356,15016.71,0
POL175465,50,Female,Health,43996.22,19,2,High,464,35390.71,1
POL175466,44,Male,Health,27236.28,11,1,High,452,36487.97,0
POL175467,39,Male,Health,29966.78,4,2,Medium,392,19822.3,0
POL175468,28,Female,Property,55829,5,0,Low,470,7326.07,0
POL175469,22,Female,Property,42947.25,11,4,High,558,25855.15,1
POL175470,27,Male,Auto,80496.32,6,0,Low,518,5520.58,0
POL175471,20,Female,Life,89477.84,1,1,Low,404,1436.2,0
POL175472,32,Male,Life,59373.69,2,2,Medium,478,17957.87,1
POL175473,63,Male,Property,24824.38,12,0,High,640,33707.66,0
POL175474,54,Female,Auto,52920.35,11,2,Medium,622,19182.57,0
POL175475,57,Female,Life,89261.26,17,0,High,578,29853.52,1
POL175476,34,Male,Life,68814.42,11,0,High,532,27849.63,1
POL175477,37,Male,Property,66543.42,9,0,Low,488,6419.17,0
POL175478,68,Female,Health,61503.19,17,4,High,500,28100.5,0
POL175479,21,Female,Life,74372.97,12,1,High,506,28711.43,0
POL175480,51,Female,Health,79313.26,6,0,Low,366,7128.23,0
POL175481,51,Male,Property,93271.67,8,0,Low,516,4527.01,0
POL175482,48,Female,Life,38879.65,11,2,Medium,510,13553.41,1
POL175483,51,Male,Life,75278.51,4,1,Low,466,6993.9,0
POL175484,20,Female,Auto,67637.3,12,0,High,604,27642.95,1
POL175485,45,Male,Property,63612.67,10,1,High,604,29097.1,0
POL175486,58,Female,Auto,93931.25,6,0,Low,580,8674.22,0
POL175487,54,Female,Property,61492.23,9,1,Low,522,2648.66,0
POL175488,69,Female,Health,89386.97,2,0,Low,402,6047.23,0
POL175489,46,Female,Health,32591.61,7,0,Low,356,3866.01,0
POL175490,32,Male,Health,74116.8,7,2,Medium,378,14416.85,0
POL175491,53,Female,Auto,61836.02,11,1,High,670,26742.21,1
POL175492,52,Female,Property,37495.76,6,0,Low,518,8847.11,0
POL175493,58,Female,Auto,34487.55,5,3,High,680,30726.08,1
POL175494,27,Female,Health,69197.06,14,1,High,418,30160.25,0
POL175495,34,Female,Auto,84288.03,14,3,High,632,34131.84,1
POL175496,47,Male,Auto,109618.22,3,0,Low,558,6091.16,0
POL175497,69,Female,Auto,78090.31,2,1,Low,602,952.34,0
POL175498,25,Male,Auto,58415.17,5,1,Low,514,6905.14,0
POL175499,40,Female,Auto,34030.69,16,3,High,644,29726.08,0
POL175500,36,Female,Health,76847.22,5,0,Low,336,1470.57,0
POL175501,54,Female,Life,65139.09,11,0,High,572,28593.54,0
POL175502,60,Male,Auto,79367.97,3,1,Low,584,3300.27,0
POL175503,53,Male,Property,58221.98,4,2,Medium,570,14249.12,0
POL175504,21,Male,Health,41569.71,12,0,High,406,27814.92,1
POL175505,43,Female,Health,111459.49,14,2,Medium,400,15394.85,1
POL175506,64,Female,Auto,36867.97,8,1,Low,592,7506.36,0
POL175507,57,Male,Auto,64486.67,14,0,High,678,35374.19,0
POL175508,44,Male,Health,39257.02,13,1,High,452,35081.19,0
POL175509,30,Male,Property,62549.89,13,0,High,574,32174.31,0
POL175510,69,Male,Health,77882.79,1,1,Low,402,2198,0
POL175511,61,Male,Health,78407.98,2,1,Low,386,784.68,0
POL175512,51,Male,Property,94665.17,13,1,High,616,30212.21,0
POL175513,50,Female,Health,76086.98,15,0,High,464,28321.35,1
POL175514,63,Male,Life,15000,3,2,Medium,540,10451.74,1
POL175515,43,Male,Life,24983.81,3,1,Low,450,5050.13,0
POL175516,37,Female,Property,17885.1,14,0,High,588,29098.86,0
POL175517,25,Male,Property,75835.17,3,0,Low,464,4325.78,0
POL175518,33,Female,Health,18020.15,11,1,High,430,36035.33,0
POL175519,22,Female,Health,50169.42,15,0,High,408,30081.83,0
POL175520,51,Male,Property,46949.48,13,3,High,616,33427,0
POL175521,64,Male,Property,53030.39,4,0,Low,542,8461.13,0
POL175522,44,Female,Life,30290.84,2,1,Low,452,0,0
POL175523,53,Female,Health,53486.71,15,2,Medium,420,13548.54,1
POL175524,21,Female,Property,65103.93,14,0,High,556,28115.84,1
POL175525,59,Female,Health,54336.79,14,2,Medium,432,17133.81,0
POL175526,67,Female,Auto,59049.88,6,3,High,698,28875.88,0
POL175527,24,Female,Auto,64171.92,5,0,Low,512,0,0
POL175528,54,Male,Auto,53875.08,17,1,High,672,27242.03,0
POL175529,53,Male,Health,61057.66,18,1,High,470,32940.99,0
POL175530,41,Female,Life,92042.13,10,2,Medium,496,15521.31,0
POL175531,32,Female,Auto,27347.63,0,2,Medium,578,15505.21,0
POL175532,67,Male,Property,71568.35,17,0,High,648,33180.74,0
POL175533,66,Female,Property,72843,4,0,Low,546,8210.36,0
POL175534,23,Male,Property,86232.84,19,1,High,560,35441.76,1
POL175535,43,Female,Auto,79239.36,11,0,High,650,30253.6,1
POL175536,43,Male,Auto,55882.1,19,4,High,650,32718.45,1
POL175537,42,Male,Auto,48853.12,2,2,Medium,598,19945.12,0
POL175538,50,Male,Health,63222.48,9,4,High,464,33105.38,0
POL175539,20,Male,Health,95298.32,2,1,Low,304,893.62,0
POL175540,26,Female,Property,60737.74,3,3,High,566,27503.05,1
POL175541,54,Female,Life,88058.74,10,2,Medium,522,15147.23,0
POL175542,55,Male,Auto,36654.81,11,1,High,674,30067.37,0
POL175543,47,Female,Auto,58123.79,17,2,High,658,35520.21,1
POL175544,44,Male,Health,40638.32,12,3,High,452,27029.81,0
POL175545,30,Female,Life,49953.18,2,1,Low,424,2672.23,0
POL175546,40,Female,Property,52250.52,14,1,High,594,26723.04,0
POL175547,20,Female,Health,68810.1,7,3,High,404,32351.45,1
POL175548,40,Female,Health,62814.24,10,3,High,444,34304.41,0
POL175549,52,Male,Property,52121.2,15,1,High,618,31792.16,0
POL175550,41,Female,Health,24379.1,12,3,High,446,32005.34,0
POL175551,54,Male,Auto,88039.61,17,0,High,672,28569.93,0
POL175552,29,Male,Health,76986.73,14,0,High,422,35577.66,0
POL175553,37,Male,Life,76786.98,17,5,High,538,29170.73,0
POL175554,35,Male,Health,41093.22,4,0,Low,334,3183.31,0
POL175555,24,Male,Property,71006.51,9,1,Low,462,5075.79,0
POL175556,69,Female,Property,47585.23,14,1,High,652,27677.21,0
POL175557,43,Female,Property,87417.25,0,1,Low,500,0,0
POL175558,29,Male,Auto,35394.59,3,4,High,622,27502.22,1
POL175559,51,Female,Health,47892.56,12,1,High,466,30424.83,1
POL175560,65,Male,Health,80930.48,10,0,High,494,30447.58,0
POL175561,49,Female,Property,63678.31,15,1,High,612,28920.22,1
POL175562,47,Male,Property,80745.92,4,4,High,608,31113.39,1
POL175563,19,Male,Property,50531.86,9,2,Medium,502,10609.32,0
POL175564,25,Male,Health,98792.23,10,1,High,414,31558.83,1
POL175565,50,Female,Health,29418.13,6,2,Medium,414,13030.75,1
POL175566,63,Female,Life,73365.77,15,0,High,590,29471.3,0
POL175567,59,Female,Life,49225.44,5,1,Low,482,7577.22,0
POL175568,47,Male,Property,78297.05,6,1,Low,508,78.76,0
POL175569,62,Female,Life,87511.58,9,0,Low,488,6303.38,0
POL175570,59,Female,Health,64873.9,5,1,Low,382,5718.46,0
POL175571,62,Female,Property,88223.95,4,2,Medium,588,15152.43,0
POL175572,45,Male,Health,37046.21,15,1,High,454,30345.58,0
POL175573,30,Male,Auto,26000.14,16,1,High,624,34250.75,0
POL175574,41,Male,Health,98784.53,14,1,High,446,30965.93,0
POL175575,50,Female,Auto,78102.03,16,5,High,664,32101.07,0
POL175576,22,Male,Health,63429.89,10,0,High,408,28136.28,0
POL175577,65,Female,Auto,84016.54,0,1,Low,594,6681.72,0
POL175578,23,Male,Life,52367.85,14,1,High,510,35643.43,0
POL175579,21,Female,Auto,29321.56,0,2,Medium,556,17152.58,0
POL175580,59,Female,Life,41519.75,18,0,High,582,30181.11,1
POL175581,60,Male,Life,60544.16,2,2,Medium,534,13540.14,0
POL175582,51,Male,Health,98905.11,2,0,Low,366,6536.27,1
POL175583,46,Male,Property,60782.6,10,1,High,606,31899.77,1
POL175584,38,Male,Property,61460.74,9,3,High,590,25776.31,0
POL175585,43,Female,Auto,51552.17,6,3,High,650,22130.68,1
POL175586,49,Female,Auto,71881.69,19,1,High,662,36614.38,0
POL175587,39,Female,Health,51812.24,0,3,High,442,27962.95,1
POL175588,58,Male,Health,34756.56,5,2,Medium,430,13245.23,0
POL175589,31,Male,Auto,58037.71,0,1,Low,526,5695.47,0
POL175590,51,Male,Health,30203.71,10,3,High,466,28443.65,0
POL175591,54,Female,Auto,70130.82,3,3,High,672,29711.54,0
POL175592,61,Male,Property,59307.21,2,3,High,636,26323.6,1
POL175593,18,Female,Life,65274.92,17,1,High,500,28824.35,1
POL175594,49,Male,Auto,57273.94,7,1,Low,562,8078.73,1
POL175595,49,Male,Auto,73665.1,8,2,Medium,612,15910.04,1
POL175596,68,Female,Life,47504.51,16,1,High,600,31050.56,0
POL175597,41,Female,Auto,21313.84,15,0,High,646,27535.5,0
POL175598,61,Female,Auto,42081.62,6,2,Medium,636,16772.13,0
POL175599,38,Male,Auto,65675.9,9,2,Medium,590,18420.28,0
POL175600,29,Female,Health,71656.55,4,0,Low,322,7210.78,0
POL175601,37,Female,Auto,54457.3,8,2,Medium,588,17611.15,0
POL175602,54,Male,Life,88533.5,7,2,Medium,522,15717.69,0
POL175603,37,Male,Auto,76486.89,4,1,Low,538,7121.61,0
POL175604,19,Female,Auto,30173.57,11,0,High,602,31525.78,1
POL175605,31,Female,Health,83551.24,2,1,Low,326,1848.25,0
POL175606,34,Female,Health,76201.79,18,2,High,432,30098.19,1
POL175607,41,Female,Health,63326.17,17,1,High,446,24915.2,1
POL175608,47,Male,Auto,57338.57,7,3,High,658,32204.84,0
POL175609,32,Female,Health,38080.29,12,1,High,428,34459.67,0
POL175610,66,Male,Health,82020.44,2,4,High,496,31577.47,0
POL175611,51,Female,Auto,37646.33,9,1,Low,566,6601.1,0
POL175612,25,Female,Auto,44244.86,7,1,Low,514,2441.86,0
POL175613,59,Male,Health,62336.34,1,0,Low,382,7432.03,0
POL175614,20,Male,Life,41160.04,14,2,Medium,454,15223.38,0
POL175615,28,Female,Life,42787.59,8,1,Low,420,10169.47,0
POL175616,44,Male,Property,23178.73,16,0,High,602,28278.55,1
POL175617,26,Male,Health,65403.02,10,0,High,416,26606.82,0
POL175618,32,Male,Life,91986.97,19,1,High,528,35572.16,0
POL175619,49,Female,Property,39145.6,18,1,High,612,35369.97,0
POL175620,28,Female,Life,78674.3,2,3,High,520,31655.15,0
POL175621,20,Male,Auto,56999.06,8,0,Low,504,348.85,0
POL175622,43,Female,Health,42229.32,14,0,High,450,32158.73,1
POL175623,24,Female,Health,51318.1,5,1,Low,312,7601.75,0
POL175624,45,Female,Property,48855.75,18,1,High,604,28196.38,1
POL175625,56,Male,Life,36001.38,16,1,High,576,23442.25,1
POL175626,21,Female,Property,56088.89,2,1,Low,456,7528.46,0
POL175627,47,Male,Life,77475.31,9,1,Low,458,0,0
POL175628,55,Male,Auto,60915.57,9,0,Low,574,3271.97,1
POL175629,68,Female,Auto,85283.01,3,2,Medium,650,17821.29,0
POL175630,31,Male,Life,48446.71,19,1,High,526,30822.79,0
POL175631,53,Female,Health,18077.51,9,2,Medium,420,11361.54,0
POL175632,48,Male,Auto,64400.38,14,3,High,660,30809.16,1
POL175633,68,Male,Property,45022.94,9,1,Low,550,3069.54,0
POL175634,36,Female,Health,43876.2,1,2,Medium,386,16137.58,0
POL175635,66,Male,Property,84881.31,8,3,High,646,27918.69,0
POL175636,68,Female,Health,48010.51,8,1,Low,400,5325.86,0
POL175637,29,Female,Auto,72617.71,5,2,Medium,572,17314.51,0
POL175638,66,Female,Health,85145.08,4,0,Low,396,3290.97,0
POL175639,32,Female,Health,76976.11,15,3,High,428,27086.57,0
POL175640,26,Male,Auto,63592.63,0,1,Low,516,1128.01,0
POL175641,44,Male,Health,60735.77,0,1,Low,352,4184.73,0
POL175642,37,Female,Health,58787.92,7,1,Low,338,9549.61,0
POL175643,45,Male,Life,52230.16,15,0,High,554,31579.27,0
POL175644,42,Male,Health,44240.15,10,1,High,448,35672.74,1
POL175645,33,Male,Life,77227.38,14,1,High,530,26887.99,1
POL175646,35,Female,Property,54074.98,12,1,High,584,30668.84,0
POL175647,67,Male,Auto,23978.93,14,1,High,698,30541.59,1
POL175648,53,Male,Auto,49179.65,5,0,Low,570,3759.31,0
POL175649,21,Female,Health,46341.75,11,1,High,406,31644.05,0
POL175650,38,Male,Life,65629.67,14,0,High,540,26701.28,1
POL175651,44,Male,Life,51413.3,15,0,High,552,33005.05,0
POL175652,18,Female,Life,73446.67,14,1,High,500,26266.26,1
POL175653,22,Male,Property,75822.05,17,0,High,558,31215.96,1
POL175654,61,Female,Auto,35230.67,0,4,High,686,29530.04,1
POL175655,63,Female,Auto,74107.09,12,2,Medium,640,17587.78,0
POL175656,27,Male,Health,15000,0,1,Low,318,6083.47,0
POL175657,67,Female,Life,81089.73,2,1,Low,498,1049.54,0
POL175658,38,Male,Property,48623.07,18,0,High,590,32503.49,0
POL175659,27,Male,Life,58944.04,18,1,High,518,28421.5,0
POL175660,43,Female,Property,35145.43,1,1,Low,500,5883.68,0
POL175661,33,Male,Property,38466.81,18,0,High,580,30731.65,1
POL175662,55,Female,Health,42453.94,14,2,Medium,424,13510.94,0
POL175663,20,Female,Auto,64258.88,18,0,High,604,30024.63,1
POL175664,37,Male,Property,25649.08,4,2,Medium,538,12637.69,0
POL175665,64,Female,Life,60582.24,9,0,Low,492,1558.56,0
POL175666,22,Male,Life,64582.77,13,2,Medium,458,14472.81,0
POL175667,23,Female,Health,29521.99,2,1,Low,310,8813.22,0
POL175668,42,Female,Auto,101291.14,15,0,High,648,32694.1,0
POL175669,42,Female,Health,59030.84,6,1,Low,348,5830.23,0
POL175670,29,Male,Auto,36260.82,8,1,Low,522,11633.24,0
POL175671,18,Female,Auto,54716.11,10,1,High,600,28129.5,1
POL175672,59,Male,Auto,55326.47,9,1,Low,582,6247.76,0
POL175673,20,Male,Property,27480.14,11,1,High,554,30393.79,1
POL175674,38,Male,Health,15000,0,0,Low,340,8193.99,0
POL175675,22,Female,Life,84451.62,1,2,Medium,458,14133.92,0
POL175676,32,Female,Auto,47908.5,7,3,High,628,30381.88,1
POL175677,21,Male,Auto,41162.13,19,1,High,606,30330.23,1
POL175678,36,Female,Auto,46641.47,13,2,Medium,586,12773.63,0
POL175679,34,Female,Health,64002.14,13,1,High,432,24964.77,0
POL175680,25,Female,Health,62866.83,1,2,Medium,364,12430.23,0
POL175681,54,Male,Health,23685.13,15,1,High,472,26762.73,1
POL175682,41,Female,Auto,59518.73,15,0,High,646,21789.2,0
POL175683,21,Female,Life,100498.63,10,1,High,506,25905.31,1
POL175684,41,Male,Auto,86537.19,15,1,High,646,23634.63,1
POL175685,36,Female,Property,51688.98,10,0,High,586,32693.24,1
POL175686,41,Male,Property,89444.03,18,1,High,596,31636.65,1
POL175687,58,Male,Health,87092.76,10,2,Medium,430,14310.46,0
POL175688,62,Female,Life,58545.68,15,4,High,588,29714.9,1
POL175689,38,Male,Health,28556.46,4,0,Low,340,5512.66,0
POL175690,34,Male,Health,49953.91,12,2,Medium,382,13889.21,0
POL175691,25,Female,Auto,36543.61,7,1,Low,514,3109.33,0
POL175692,48,Female,Life,75717.08,11,2,Medium,510,17695.85,0
POL175693,36,Female,Auto,83470.64,7,1,Low,536,2478.15,0
POL175694,28,Male,Life,65771.62,11,2,Medium,470,15126.4,0
POL175695,63,Female,Life,35794.83,15,3,High,590,28956.49,0
POL175696,67,Female,Health,16618.43,17,2,High,498,32122.24,0
POL175697,40,Female,Life,53926.57,13,1,High,544,29088.23,1
POL175698,54,Female,Property,41733.28,6,0,Low,522,6028.38,0
POL175699,45,Female,Health,61454.61,18,2,High,454,29039.66,1
POL175700,40,Male,Health,58094.43,11,1,High,444,32171.99,1
POL175701,29,Male,Life,17806.86,15,0,High,522,30344.03,0
POL175702,33,Female,Property,76255.99,5,2,Medium,530,12002.57,0
POL175703,33,Female,Property,61505.06,14,0,High,580,29029.4,0
POL175704,31,Female,Health,59161.82,12,1,High,426,23369.6,0
POL175705,24,Male,Auto,59961,17,2,High,612,28287.3,1
POL175706,38,Male,Life,76226.87,2,0,Low,440,3770.51,0
POL175707,38,Male,Health,38841.96,1,4,High,440,30317.33,1
POL175708,58,Female,Auto,34315.62,8,1,Low,580,7011.75,0
POL175709,52,Female,Property,58127.85,16,0,High,618,31546.92,0
POL175710,63,Female,Auto,53907.42,5,2,Medium,640,15581.07,0
POL175711,41,Male,Auto,62820.8,4,2,Medium,596,13121.3,0
POL175712,18,Female,Life,46023.63,17,0,High,500,35064.57,0
POL175713,31,Male,Auto,43829.53,5,1,Low,526,951.2,0
POL175714,37,Male,Property,53190.96,6,1,Low,488,4506.16,0
POL175715,45,Female,Health,31802.73,15,3,High,454,31157.12,1
POL175716,35,Male,Life,48284.01,1,0,Low,434,1590.13,0
POL175717,20,Female,Auto,38654.52,10,1,High,604,25382.05,0
POL175718,44,Male,Property,32387.81,18,3,High,602,31910.43,0
POL175719,23,Female,Property,64367.54,2,1,Low,460,5664.64,0
POL175720,21,Male,Health,33421.02,5,2,Medium,356,16704.23,0
POL175721,18,Male,Health,49556.47,5,2,Medium,350,19831.93,0
POL175722,38,Female,Auto,54597.93,0,1,Low,540,2255.62,0
POL175723,52,Male,Life,45172.47,5,0,Low,468,6427,0
POL175724,45,Female,Health,99509.65,15,1,High,454,28404.15,0
POL175725,35,Female,Auto,49346.93,6,2,Medium,584,9074.47,0
POL175726,69,Male,Health,68517.44,12,1,High,502,30240.78,1
POL175727,69,Male,Health,73473.32,8,2,Medium,452,15235.37,1
POL175728,52,Female,Health,49599.57,8,2,Medium,418,18150.89,0
POL175729,38,Male,Auto,93865.84,16,3,High,640,31710.64,0
POL175730,33,Male,Auto,39909.21,1,2,Medium,580,12900.47,1
POL175731,43,Female,Auto,64388.84,17,0,High,650,29824.94,0
POL175732,56,Male,Health,50166.25,14,0,High,476,29863.25,0
POL175733,26,Male,Life,57288.84,17,1,High,516,27573.44,1
POL175734,40,Female,Life,91089.69,3,4,High,544,32591.51,0
POL175735,19,Male,Property,39508.06,15,0,High,552,33464.74,1
POL175736,20,Female,Auto,69067.75,16,1,High,604,27146.09,1
POL175737,50,Male,Property,58110.62,12,1,High,614,30759.75,0
POL175738,41,Male,Property,72556.37,19,1,High,596,29560.64,1
POL175739,40,Female,Life,61897.53,18,0,High,544,28372.54,1
POL175740,23,Male,Auto,34872.91,18,1,High,610,28439.28,1
POL175741,38,Male,Health,88269.21,18,1,High,440,35208.45,0
POL175742,64,Female,Health,73219.75,11,0,High,492,32899.53,0
POL175743,22,Female,Health,70928,14,2,Medium,358,13388.13,0
POL175744,30,Male,Health,61465.12,11,1,High,424,26403.8,0
POL175745,57,Male,Property,44023.42,13,1,High,628,26891.06,0
POL175746,30,Male,Property,58704.11,1,2,Medium,524,20517.26,0
POL175747,36,Male,Health,97041.1,1,1,Low,336,7270.43,1
POL175748,26,Male,Life,66707.31,8,0,Low,416,3749.97,0
POL175749,20,Female,Auto,83831.9,18,3,High,604,26081.09,0
POL175750,48,Female,Health,38205.2,2,2,Medium,410,16727.77,0
POL175751,63,Male,Health,71100.74,9,0,Low,390,4157.53,0
POL175752,56,Male,Life,50053.05,7,2,Medium,526,16830.68,0
POL175753,30,Male,Auto,48814.93,5,1,Low,524,6868.22,0
POL175754,58,Female,Auto,60714.65,13,0,High,680,32361.25,0
POL175755,28,Male,Health,43653.63,16,0,High,420,33468.99,0
POL175756,58,Male,Life,50553.33,19,2,High,580,29773.94,1
POL175757,28,Female,Auto,52741.99,7,0,Low,520,7248.4,0
POL175758,63,Male,Health,70177.24,19,3,High,490,31948.99,0
POL175759,64,Male,Health,64031.54,11,0,High,492,32475.68,1
POL175760,66,Female,Auto,52723.04,11,0,High,696,35439.35,0
POL175761,18,Male,Auto,55600.64,10,4,High,600,27087,0
POL175762,52,Male,Health,74143.42,6,1,Low,368,5866.75,0
POL175763,52,Male,Life,48732.16,1,1,Low,468,6246.01,0
POL175764,20,Female,Life,73900.43,4,0,Low,404,5003.39,0
