Claim_ID,Claim_Date,Policyholder_ID,Claim_Amount,Claim_Type,Suspicious_Flags,Fraud_Label
C93339,06-08-2023,P93339,28972.66,Home Damage,FALSE,0
C93340,14-09-2023,P93340,7761.23,Vehicle,FALSE,0
C93341,25-06-2023,P93341,11195.71,Vehicle,TRUE,1
C93342,30-07-2023,P93342,11930.54,Vehicle,TRUE,1
C93343,06-08-2023,P93343,10873.06,Vehicle,FALSE,0
C93344,09-12-2023,P93344,25291.96,Home Damage,FALSE,0
C93345,13-12-2023,P93345,10861.98,Vehicle,FALSE,0
C93346,19-11-2023,P93346,7828.69,Medical,FALSE,0
C93347,18-03-2023,P93347,9671.33,Vehicle,FALSE,0
C93348,03-01-2023,P93348,13302.9,Vehicle,FALSE,0
C93349,26-01-2023,P93349,14799.84,Vehicle,FALSE,0
C93350,03-01-2023,P93350,10338.67,Vehicle,FALSE,0
C93351,08-11-2023,P93351,10317.18,Vehicle,FALSE,0
C93352,11-10-2023,P93352,11326.29,Medical,FALSE,0
C93353,27-08-2023,P93353,6917.46,Medical,FALSE,0
C93354,01-09-2023,P93354,14248.79,Vehicle,FALSE,1
C93355,30-01-2023,P93355,13126.95,Vehicle,FALSE,0
C93356,09-12-2023,P93356,10032.23,Vehicle,FALSE,0
C93357,05-01-2023,P93357,4720.77,Medical,FALSE,0
C93358,08-12-2023,P93358,23497.13,Home Damage,FALSE,0
C93359,19-04-2023,P93359,8355.71,Medical,FALSE,1
C93360,13-11-2023,P93360,14933.33,Vehicle,FALSE,0
C93361,14-09-2023,P93361,15238.83,Vehicle,TRUE,1
C93362,05-03-2023,P93362,11302.88,Medical,FALSE,0
C93363,07-08-2023,P93363,9583.75,Vehicle,FALSE,0
C93364,22-05-2023,P93364,13419.27,Vehicle,FALSE,0
C93365,24-10-2023,P93365,24023.08,Home Damage,FALSE,0
C93366,11-09-2023,P93366,7578.63,Medical,FALSE,0
C93367,14-03-2023,P93367,18051.72,Home Damage,FALSE,0
C93368,30-06-2023,P93368,10991.07,Vehicle,FALSE,0
C93369,05-08-2023,P93369,13895.03,Vehicle,TRUE,1
C93370,02-05-2023,P93370,6801.48,Medical,FALSE,0
C93371,11-11-2023,P93371,11583.22,Medical,FALSE,0
C93372,12-08-2023,P93372,21224.58,Home Damage,FALSE,0
C93373,28-08-2023,P93373,15865,Vehicle,FALSE,0
C93374,20-10-2023,P93374,11968.79,Vehicle,FALSE,0
C93375,01-09-2023,P93375,11843.19,Vehicle,FALSE,0
C93376,19-02-2023,P93376,12205.93,Vehicle,FALSE,0
C93377,13-07-2023,P93377,12686.06,Home Damage,FALSE,0
C93378,14-01-2023,P93378,12553.76,Vehicle,TRUE,0
C93379,08-10-2023,P93379,5339.19,Medical,FALSE,0
C93380,14-12-2023,P93380,16854.07,Vehicle,FALSE,0
C93381,28-08-2023,P93381,11526.13,Vehicle,FALSE,0
C93382,08-01-2023,P93382,8420.99,Medical,FALSE,0
C93383,05-07-2023,P93383,7680.28,Vehicle,TRUE,0
C93384,05-09-2023,P93384,10235.47,Vehicle,FALSE,0
C93385,25-03-2023,P93385,10334.49,Vehicle,TRUE,0
C93386,11-02-2023,P93386,7127.63,Vehicle,FALSE,0
C93387,26-09-2023,P93387,7426.54,Vehicle,FALSE,0
C93388,19-01-2023,P93388,10468.26,Vehicle,FALSE,0
C93389,03-02-2023,P93389,15397.2,Vehicle,FALSE,0
C93390,23-12-2023,P93390,10188.21,Vehicle,FALSE,0
C93391,23-06-2023,P93391,16942.12,Vehicle,FALSE,0
C93392,04-08-2023,P93392,12834.91,Vehicle,TRUE,0
C93393,07-11-2023,P93393,10172.89,Medical,FALSE,0
C93394,04-07-2023,P93394,17837.59,Home Damage,FALSE,0
C93395,19-07-2023,P93395,12061.91,Home Damage,FALSE,0
C93396,07-04-2023,P93396,13894.98,Vehicle,FALSE,0
C93397,13-05-2023,P93397,13704.66,Home Damage,FALSE,0
C93398,12-02-2023,P93398,13806.02,Vehicle,FALSE,0
C93399,14-04-2023,P93399,14611.97,Home Damage,FALSE,0
C93400,17-01-2023,P93400,9360.55,Vehicle,FALSE,0
C93401,30-03-2023,P93401,15415.6,Vehicle,FALSE,0
C93402,23-06-2023,P93402,8535.72,Medical,FALSE,0
C93403,10-06-2023,P93403,13222.66,Home Damage,FALSE,0
C93404,21-11-2023,P93404,14204.48,Vehicle,TRUE,1
C93405,28-09-2023,P93405,19286.97,Home Damage,FALSE,0
C93406,11-02-2023,P93406,9016.38,Vehicle,FALSE,0
C93407,10-07-2023,P93407,15608.46,Vehicle,TRUE,0
C93408,25-02-2023,P93408,15745.21,Vehicle,FALSE,0
C93409,20-06-2023,P93409,12215.03,Vehicle,FALSE,0
C93410,23-03-2023,P93410,15956.11,Vehicle,TRUE,1
C93411,17-10-2023,P93411,10455.31,Vehicle,FALSE,0
C93412,13-07-2023,P93412,15342.62,Home Damage,FALSE,0
C93413,10-03-2023,P93413,9799.35,Vehicle,TRUE,1
C93414,20-01-2023,P93414,12688.94,Vehicle,FALSE,0
C93415,22-05-2023,P93415,9335.73,Medical,TRUE,0
C93416,23-07-2023,P93416,6524.55,Medical,FALSE,0
C93417,20-11-2023,P93417,11170.09,Vehicle,FALSE,0
C93418,24-10-2023,P93418,16285.62,Vehicle,FALSE,0
C93419,06-07-2023,P93419,9678.72,Vehicle,FALSE,0
C93420,19-02-2023,P93420,8204.21,Vehicle,FALSE,0
C93421,21-07-2023,P93421,23863.53,Home Damage,FALSE,0
C93422,07-06-2023,P93422,16417.54,Home Damage,FALSE,1
C93423,14-06-2023,P93423,11899.62,Vehicle,TRUE,0
C93424,30-10-2023,P93424,14454.83,Vehicle,FALSE,0
C93425,06-05-2023,P93425,13623.77,Vehicle,FALSE,0
C93426,06-08-2023,P93426,9320.99,Medical,FALSE,0
C93427,09-11-2023,P93427,5237.04,Vehicle,FALSE,0
C93428,19-09-2023,P93428,16102.3,Vehicle,FALSE,0
C93429,19-04-2023,P93429,9843.06,Vehicle,FALSE,1
C93430,23-03-2023,P93430,9367.62,Medical,FALSE,0
C93431,03-12-2023,P93431,10332.07,Vehicle,FALSE,0
C93432,10-04-2023,P93432,5729.34,Medical,FALSE,0
C93433,17-04-2023,P93433,15422.89,Vehicle,TRUE,1
C93434,11-12-2023,P93434,10033.05,Vehicle,FALSE,0
C93435,25-04-2023,P93435,13183.95,Vehicle,FALSE,1
C93436,29-11-2023,P93436,17067.23,Vehicle,FALSE,0
C93437,15-10-2023,P93437,11787.29,Vehicle,FALSE,0
C93438,31-01-2023,P93438,9247.32,Medical,FALSE,0
C93439,26-07-2023,P93439,8197.4,Vehicle,FALSE,0
C93440,13-02-2023,P93440,10189.99,Vehicle,FALSE,0
C93441,27-01-2023,P93441,10822.56,Vehicle,FALSE,0
C93442,09-05-2023,P93442,14089.51,Vehicle,FALSE,0
C93443,30-05-2023,P93443,18833.9,Home Damage,FALSE,1
C93444,21-11-2023,P93444,9824.69,Vehicle,FALSE,0
C93445,07-10-2023,P93445,2944.71,Vehicle,FALSE,0
C93446,04-05-2023,P93446,24108.34,Home Damage,FALSE,0
C93447,16-10-2023,P93447,7583.6,Vehicle,TRUE,1
C93448,17-09-2023,P93448,8752.41,Home Damage,TRUE,1
C93449,05-03-2023,P93449,8679.99,Medical,FALSE,0
C93450,26-07-2023,P93450,9523.55,Medical,FALSE,0
C93451,12-11-2023,P93451,16718.24,Home Damage,FALSE,0
C93452,11-02-2023,P93452,11177.42,Vehicle,TRUE,1
C93453,05-11-2023,P93453,6592.19,Vehicle,FALSE,0
C93454,21-07-2023,P93454,14361.39,Home Damage,FALSE,0
C93455,01-03-2023,P93455,11109.33,Vehicle,FALSE,0
C93456,28-12-2023,P93456,9232.04,Medical,FALSE,0
C93457,03-11-2023,P93457,9974.04,Vehicle,TRUE,0
C93458,06-03-2023,P93458,8627.5,Vehicle,TRUE,0
C93459,22-01-2023,P93459,7523.21,Vehicle,FALSE,0
C93460,05-10-2023,P93460,9477.84,Vehicle,FALSE,0
C93461,24-01-2023,P93461,11321.1,Medical,FALSE,0
C93462,30-01-2023,P93462,10917.52,Vehicle,FALSE,0
C93463,09-02-2023,P93463,13670.01,Vehicle,FALSE,0
C93464,22-03-2023,P93464,22252.5,Home Damage,TRUE,0
C93465,18-05-2023,P93465,21657.06,Home Damage,FALSE,0
C93466,16-10-2023,P93466,6813.47,Medical,FALSE,0
C93467,13-03-2023,P93467,22807.77,Home Damage,FALSE,0
C93468,18-09-2023,P93468,10309.36,Vehicle,FALSE,0
C93469,31-08-2023,P93469,9301.7,Vehicle,FALSE,0
C93470,04-06-2023,P93470,19310.75,Home Damage,FALSE,0
C93471,14-11-2023,P93471,9578.55,Vehicle,TRUE,1
C93472,11-08-2023,P93472,11943.44,Vehicle,FALSE,0
C93473,20-01-2023,P93473,8263.43,Home Damage,FALSE,0
C93474,29-04-2023,P93474,13892.76,Vehicle,FALSE,0
C93475,30-04-2023,P93475,6951.6,Medical,FALSE,0
C93476,26-10-2023,P93476,11221.42,Medical,TRUE,1
C93477,08-03-2023,P93477,12972.01,Home Damage,FALSE,0
C93478,05-07-2023,P93478,11659.62,Home Damage,FALSE,0
C93479,20-08-2023,P93479,12861.62,Vehicle,FALSE,0
C93480,05-03-2023,P93480,10974.9,Medical,FALSE,0
C93481,24-12-2023,P93481,21752.94,Home Damage,FALSE,0
C93482,29-10-2023,P93482,11407.2,Vehicle,FALSE,0
C93483,20-08-2023,P93483,17636.03,Vehicle,TRUE,0
C93484,27-01-2023,P93484,14400.21,Vehicle,FALSE,0
C93485,05-07-2023,P93485,7775.3,Medical,TRUE,0
C93486,01-06-2023,P93486,9668.6,Vehicle,FALSE,0
C93487,23-01-2023,P93487,8787.96,Medical,TRUE,1
C93488,08-01-2023,P93488,19075,Home Damage,FALSE,0
C93489,02-08-2023,P93489,11188.89,Vehicle,FALSE,0
C93490,24-05-2023,P93490,23999.95,Home Damage,FALSE,0
C93491,31-12-2023,P93491,17232.81,Home Damage,FALSE,0
C93492,05-07-2023,P93492,15976.49,Vehicle,FALSE,0
C93493,12-09-2023,P93493,8800.68,Vehicle,FALSE,0
C93494,15-11-2023,P93494,18043.39,Home Damage,FALSE,0
C93495,03-06-2023,P93495,24552.23,Home Damage,FALSE,0
C93496,23-11-2023,P93496,13175.86,Home Damage,FALSE,0
C93497,22-04-2023,P93497,13231.98,Vehicle,TRUE,1
C93498,08-10-2023,P93498,9671.22,Vehicle,FALSE,0
C93499,24-01-2023,P93499,8233.53,Vehicle,FALSE,0
C93500,08-02-2023,P93500,8459.48,Vehicle,TRUE,1
C93501,24-06-2023,P93501,19125.76,Home Damage,FALSE,0
C93502,08-07-2023,P93502,9044.52,Vehicle,TRUE,1
C93503,11-04-2023,P93503,11535.12,Vehicle,FALSE,0
C93504,14-08-2023,P93504,9173.24,Vehicle,FALSE,0
C93505,06-06-2023,P93505,11017.68,Vehicle,FALSE,0
C93506,20-12-2023,P93506,15521.15,Vehicle,TRUE,1
C93507,03-10-2023,P93507,9899.11,Vehicle,FALSE,0
C93508,18-09-2023,P93508,5318.06,Vehicle,FALSE,0
C93509,24-08-2023,P93509,10142.94,Vehicle,FALSE,0
C93510,09-07-2023,P93510,12756.93,Vehicle,FALSE,0
C93511,27-06-2023,P93511,10229.29,Vehicle,FALSE,0
C93512,03-10-2023,P93512,16883.55,Vehicle,FALSE,0
C93513,19-05-2023,P93513,29682.24,Home Damage,FALSE,0
C93514,05-05-2023,P93514,23531.09,Home Damage,FALSE,0
C93515,28-05-2023,P93515,12603.03,Vehicle,FALSE,0
C93516,19-09-2023,P93516,18140.32,Vehicle,FALSE,0
C93517,22-06-2023,P93517,15422.54,Vehicle,FALSE,0
C93518,09-10-2023,P93518,5628.96,Medical,FALSE,1
C93519,31-05-2023,P93519,10935.76,Vehicle,FALSE,0
C93520,04-01-2023,P93520,8189.12,Vehicle,FALSE,0
C93521,13-12-2023,P93521,6037.61,Vehicle,FALSE,0
C93522,11-06-2023,P93522,11564.22,Vehicle,FALSE,0
C93523,01-04-2023,P93523,8185.1,Medical,FALSE,0
C93524,21-09-2023,P93524,998.31,Vehicle,FALSE,0
C93525,06-05-2023,P93525,26169.44,Home Damage,FALSE,0
C93526,26-04-2023,P93526,16186.65,Vehicle,TRUE,1
C93527,21-12-2023,P93527,12906.24,Vehicle,FALSE,0
C93528,28-01-2023,P93528,13383.03,Vehicle,FALSE,0
C93529,17-05-2023,P93529,15192.79,Home Damage,FALSE,0
C93530,11-06-2023,P93530,11211.79,Vehicle,FALSE,0
C93531,06-07-2023,P93531,12053.75,Medical,FALSE,0
C93532,02-02-2023,P93532,14987.16,Vehicle,FALSE,0
C93533,08-11-2023,P93533,14654.29,Vehicle,FALSE,0
C93534,13-11-2023,P93534,9719.22,Vehicle,FALSE,0
C93535,20-10-2023,P93535,6939.5,Medical,TRUE,0
C93536,13-01-2023,P93536,10542.61,Vehicle,FALSE,0
C93537,23-10-2023,P93537,23964.66,Home Damage,FALSE,0
C93538,11-09-2023,P93538,16569.21,Home Damage,TRUE,1
C93539,25-12-2023,P93539,9745.72,Vehicle,FALSE,0
C93540,07-11-2023,P93540,14585.74,Vehicle,FALSE,0
C93541,14-01-2023,P93541,16940.93,Home Damage,TRUE,1
C93542,21-09-2023,P93542,16021.83,Vehicle,FALSE,1
C93543,09-06-2023,P93543,24325.45,Home Damage,FALSE,0
C93544,15-08-2023,P93544,13113.35,Vehicle,FALSE,0
C93545,21-11-2023,P93545,26089.12,Home Damage,FALSE,0
C93546,27-06-2023,P93546,10684.9,Vehicle,TRUE,1
C93547,14-06-2023,P93547,9666.35,Vehicle,FALSE,0
C93548,14-02-2023,P93548,9789.19,Vehicle,FALSE,0
C93549,18-11-2023,P93549,7794.22,Medical,FALSE,0
C93550,03-06-2023,P93550,7067.85,Medical,FALSE,0
C93551,13-10-2023,P93551,14412.83,Home Damage,TRUE,1
C93552,29-11-2023,P93552,11137.29,Vehicle,FALSE,0
C93553,07-02-2023,P93553,13961.09,Vehicle,TRUE,1
C93554,14-04-2023,P93554,13058.09,Vehicle,TRUE,0
C93555,04-06-2023,P93555,7189.93,Medical,TRUE,1
C93556,22-03-2023,P93556,15822.45,Vehicle,FALSE,0
C93557,28-06-2023,P93557,9087.31,Medical,FALSE,0
C93558,14-11-2023,P93558,11791.25,Medical,FALSE,0
C93559,07-04-2023,P93559,15868.58,Vehicle,FALSE,0
C93560,30-01-2023,P93560,8378.23,Vehicle,FALSE,0
C93561,09-06-2023,P93561,7187.11,Medical,FALSE,0
C93562,07-01-2023,P93562,7125.24,Medical,FALSE,0
C93563,22-10-2023,P93563,13150,Vehicle,FALSE,0
C93564,29-09-2023,P93564,13516.5,Vehicle,FALSE,0
C93565,22-07-2023,P93565,11176.96,Vehicle,FALSE,0
C93566,05-11-2023,P93566,13688.22,Vehicle,FALSE,1
C93567,19-03-2023,P93567,9348.31,Medical,FALSE,0
C93568,31-05-2023,P93568,11353.73,Home Damage,FALSE,0
C93569,06-07-2023,P93569,24622.89,Home Damage,FALSE,0
C93570,17-12-2023,P93570,7654.04,Vehicle,FALSE,0
C93571,28-01-2023,P93571,20291.44,Home Damage,FALSE,0
C93572,10-12-2023,P93572,11816.01,Vehicle,FALSE,1
C93573,28-06-2023,P93573,24608.76,Home Damage,FALSE,0
C93574,29-07-2023,P93574,13240.27,Vehicle,FALSE,0
C93575,15-07-2023,P93575,13798.1,Vehicle,FALSE,0
C93576,12-09-2023,P93576,8593.7,Vehicle,FALSE,0
C93577,03-08-2023,P93577,8085.58,Medical,FALSE,0
C93578,20-07-2023,P93578,14058.81,Vehicle,FALSE,0
C93579,25-04-2023,P93579,13362.3,Vehicle,TRUE,1
C93580,19-05-2023,P93580,13943.78,Vehicle,FALSE,0
C93581,18-10-2023,P93581,5454.82,Medical,FALSE,0
C93582,19-05-2023,P93582,13754.47,Vehicle,TRUE,1
C93583,18-07-2023,P93583,23604.49,Home Damage,FALSE,1
C93584,17-01-2023,P93584,12315.79,Medical,TRUE,0
C93585,24-02-2023,P93585,14046.91,Vehicle,FALSE,0
C93586,23-03-2023,P93586,12718.45,Home Damage,FALSE,0
C93587,26-01-2023,P93587,11519.1,Vehicle,FALSE,0
C93588,16-02-2023,P93588,11450.23,Vehicle,FALSE,0
C93589,26-01-2023,P93589,9845.87,Vehicle,FALSE,0
C93590,09-11-2023,P93590,13962.69,Vehicle,FALSE,0
C93591,28-07-2023,P93591,10560.84,Vehicle,FALSE,0
C93592,30-04-2023,P93592,10968.85,Medical,TRUE,1
C93593,10-08-2023,P93593,12472.7,Vehicle,FALSE,0
C93594,20-03-2023,P93594,14727.79,Vehicle,FALSE,1
C93595,09-10-2023,P93595,8768.39,Medical,FALSE,0
C93596,10-02-2023,P93596,4447.19,Medical,TRUE,0
C93597,05-06-2023,P93597,5406.6,Vehicle,FALSE,0
C93598,01-01-2023,P93598,6236.99,Medical,FALSE,0
C93599,13-09-2023,P93599,12572.38,Home Damage,FALSE,0
C93600,03-02-2023,P93600,12433.5,Vehicle,FALSE,0
C93601,24-12-2023,P93601,22996.85,Home Damage,FALSE,0
C93602,10-12-2023,P93602,10401.64,Vehicle,TRUE,1
C93603,10-12-2023,P93603,9881.81,Vehicle,TRUE,1
C93604,06-03-2023,P93604,13826.73,Vehicle,FALSE,0
C93605,12-09-2023,P93605,17229.29,Home Damage,FALSE,0
C93606,15-03-2023,P93606,15197.95,Vehicle,FALSE,0
C93607,04-01-2023,P93607,5590.9,Medical,FALSE,0
C93608,21-01-2023,P93608,12893.9,Vehicle,FALSE,0
C93609,16-11-2023,P93609,14289.78,Vehicle,FALSE,0
C93610,03-06-2023,P93610,6462.79,Vehicle,TRUE,0
C93611,24-12-2023,P93611,13035.41,Home Damage,FALSE,0
C93612,01-09-2023,P93612,22056.36,Home Damage,FALSE,0
C93613,10-03-2023,P93613,9150.23,Vehicle,FALSE,0
C93614,10-01-2023,P93614,13274.91,Vehicle,FALSE,0
C93615,09-04-2023,P93615,7716.8,Vehicle,FALSE,0
C93616,01-02-2023,P93616,15648.09,Home Damage,FALSE,0
C93617,14-03-2023,P93617,9705.04,Vehicle,FALSE,0
C93618,21-08-2023,P93618,7561.94,Medical,FALSE,0
C93619,27-06-2023,P93619,11026.59,Vehicle,FALSE,0
C93620,03-01-2023,P93620,13541.36,Vehicle,FALSE,0
C93621,14-04-2023,P93621,12473.36,Vehicle,FALSE,0
C93622,04-02-2023,P93622,12457.11,Vehicle,FALSE,1
C93623,25-04-2023,P93623,18659.2,Home Damage,FALSE,0
C93624,06-11-2023,P93624,20743.03,Home Damage,FALSE,0
C93625,24-07-2023,P93625,5978.68,Medical,FALSE,0
C93626,08-12-2023,P93626,13252.8,Vehicle,FALSE,1
C93627,22-04-2023,P93627,6664.93,Vehicle,FALSE,0
C93628,18-07-2023,P93628,9598.98,Vehicle,TRUE,1
C93629,07-09-2023,P93629,20072.89,Home Damage,TRUE,1
C93630,06-12-2023,P93630,7889.5,Vehicle,FALSE,0
C93631,11-04-2023,P93631,9987.31,Medical,FALSE,0
C93632,24-03-2023,P93632,10982.75,Vehicle,FALSE,0
C93633,10-08-2023,P93633,5394.68,Medical,FALSE,1
C93634,20-12-2023,P93634,9501.07,Vehicle,TRUE,1
C93635,18-10-2023,P93635,21022.05,Vehicle,FALSE,0
C93636,05-06-2023,P93636,10736.53,Vehicle,FALSE,0
C93637,09-04-2023,P93637,11749.15,Vehicle,FALSE,0
C93638,10-09-2023,P93638,11354.95,Vehicle,FALSE,0
C93639,14-08-2023,P93639,16982.27,Home Damage,FALSE,0
C93640,28-08-2023,P93640,10498.69,Vehicle,FALSE,0
C93641,23-04-2023,P93641,16367.99,Vehicle,FALSE,0
C93642,24-05-2023,P93642,11412.03,Vehicle,FALSE,0
C93643,31-08-2023,P93643,9647.56,Medical,FALSE,0
C93644,03-12-2023,P93644,14730.28,Home Damage,FALSE,0
C93645,10-12-2023,P93645,13227.89,Vehicle,TRUE,0
C93646,10-03-2023,P93646,11685.61,Vehicle,FALSE,0
C93647,23-07-2023,P93647,14702.32,Vehicle,FALSE,0
C93648,12-01-2023,P93648,16682.43,Vehicle,FALSE,0
C93649,03-04-2023,P93649,3838.92,Medical,FALSE,0
C93650,27-02-2023,P93650,8531.02,Medical,FALSE,0
C93651,22-10-2023,P93651,6580.74,Vehicle,FALSE,0
C93652,19-09-2023,P93652,21069.03,Home Damage,FALSE,0
C93653,25-06-2023,P93653,19275.11,Home Damage,FALSE,0
C93654,08-01-2023,P93654,7749.89,Vehicle,FALSE,0
C93655,11-03-2023,P93655,9027,Vehicle,FALSE,0
C93656,24-02-2023,P93656,9442.28,Vehicle,FALSE,0
C93657,16-12-2023,P93657,9697.06,Vehicle,FALSE,0
C93658,02-03-2023,P93658,14473.01,Vehicle,FALSE,0
C93659,11-09-2023,P93659,12338.96,Vehicle,FALSE,0
C93660,05-12-2023,P93660,10694.07,Vehicle,FALSE,0
C93661,16-12-2023,P93661,10231.11,Vehicle,FALSE,0
C93662,31-10-2023,P93662,13202.63,Vehicle,FALSE,0
C93663,18-11-2023,P93663,13557.36,Vehicle,FALSE,0
C93664,17-04-2023,P93664,14690.36,Vehicle,FALSE,0
C93665,01-06-2023,P93665,7606.7,Medical,FALSE,0
C93666,11-10-2023,P93666,9461.43,Vehicle,TRUE,1
C93667,03-02-2023,P93667,13491.89,Vehicle,FALSE,0
C93668,09-11-2023,P93668,14104,Vehicle,FALSE,0
C93669,08-03-2023,P93669,21470.59,Home Damage,FALSE,0
C93670,09-10-2023,P93670,11004.42,Home Damage,FALSE,0
C93671,10-07-2023,P93671,9239.3,Medical,FALSE,0
C93672,30-05-2023,P93672,11664.34,Vehicle,FALSE,0
C93673,17-04-2023,P93673,13649.99,Vehicle,FALSE,0
C93674,25-07-2023,P93674,7408.88,Vehicle,FALSE,0
C93675,06-02-2023,P93675,11104.38,Vehicle,FALSE,0
C93676,11-05-2023,P93676,8966.8,Vehicle,FALSE,0
C93677,12-12-2023,P93677,13644.91,Vehicle,FALSE,0
C93678,20-08-2023,P93678,12926.55,Vehicle,FALSE,0
C93679,05-03-2023,P93679,11893.7,Vehicle,FALSE,0
C93680,30-12-2023,P93680,6418.67,Medical,FALSE,0
C93681,06-08-2023,P93681,23552.53,Home Damage,FALSE,1
C93682,14-04-2023,P93682,10519.36,Vehicle,FALSE,0
C93683,27-02-2023,P93683,10046.49,Medical,FALSE,0
C93684,08-12-2023,P93684,14953.58,Vehicle,FALSE,0
C93685,21-02-2023,P93685,7875.39,Medical,FALSE,0
C93686,24-09-2023,P93686,10250.32,Vehicle,FALSE,0
C93687,22-09-2023,P93687,5366.56,Vehicle,FALSE,0
C93688,22-11-2023,P93688,11282.52,Vehicle,FALSE,0
C93689,12-03-2023,P93689,19689.02,Home Damage,FALSE,0
C93690,20-04-2023,P93690,15131.21,Vehicle,TRUE,1
C93691,26-05-2023,P93691,15386.48,Vehicle,FALSE,0
C93692,06-03-2023,P93692,9982.39,Vehicle,FALSE,0
C93693,20-03-2023,P93693,11289.32,Medical,FALSE,0
C93694,06-11-2023,P93694,19284.13,Home Damage,FALSE,0
C93695,23-11-2023,P93695,3404.35,Vehicle,TRUE,1
C93696,17-05-2023,P93696,8130.82,Vehicle,TRUE,0
C93697,21-06-2023,P93697,6298.73,Medical,FALSE,0
C93698,19-05-2023,P93698,5971.32,Medical,FALSE,0
C93699,11-05-2023,P93699,21776.3,Home Damage,FALSE,0
C93700,24-07-2023,P93700,23987.23,Home Damage,FALSE,0
C93701,18-09-2023,P93701,12813.34,Vehicle,FALSE,0
C93702,09-06-2023,P93702,20486.24,Home Damage,FALSE,0
C93703,30-05-2023,P93703,7426.55,Medical,FALSE,1
C93704,06-11-2023,P93704,28796.94,Home Damage,FALSE,0
C93705,17-04-2023,P93705,29016.92,Home Damage,FALSE,0
C93706,26-01-2023,P93706,23332.15,Home Damage,FALSE,0
C93707,08-03-2023,P93707,18653.84,Home Damage,FALSE,0
C93708,01-07-2023,P93708,20891.73,Home Damage,FALSE,0
C93709,07-05-2023,P93709,12100.11,Vehicle,FALSE,0
C93710,16-05-2023,P93710,7927.56,Vehicle,FALSE,0
C93711,24-01-2023,P93711,9504.99,Vehicle,FALSE,0
C93712,26-09-2023,P93712,11731.78,Vehicle,FALSE,0
C93713,27-11-2023,P93713,10931.92,Home Damage,FALSE,0
C93714,18-08-2023,P93714,14521.07,Vehicle,TRUE,1
C93715,19-04-2023,P93715,7722.54,Medical,FALSE,0
C93716,07-07-2023,P93716,12583.75,Vehicle,FALSE,0
C93717,23-08-2023,P93717,10468.95,Vehicle,FALSE,0
C93718,22-05-2023,P93718,10052.09,Vehicle,FALSE,0
C93719,15-02-2023,P93719,16267.88,Home Damage,FALSE,1
C93720,31-08-2023,P93720,24849.9,Home Damage,TRUE,1
C93721,18-09-2023,P93721,12833.97,Vehicle,FALSE,0
C93722,27-08-2023,P93722,9364.24,Medical,FALSE,0
C93723,21-05-2023,P93723,8623.75,Medical,FALSE,0
C93724,01-06-2023,P93724,29427.13,Home Damage,FALSE,0
C93725,29-01-2023,P93725,7186.02,Medical,TRUE,0
C93726,19-01-2023,P93726,13984.89,Vehicle,FALSE,0
C93727,22-03-2023,P93727,13385.82,Vehicle,TRUE,1
C93728,25-06-2023,P93728,9541.43,Vehicle,FALSE,0
C93729,09-08-2023,P93729,12891.34,Vehicle,FALSE,0
C93730,15-10-2023,P93730,10211.77,Vehicle,TRUE,1
C93731,15-02-2023,P93731,6592.03,Medical,FALSE,0
C93732,22-03-2023,P93732,13451.85,Vehicle,FALSE,0
C93733,12-03-2023,P93733,17077.87,Vehicle,FALSE,0
C93734,18-08-2023,P93734,5787.96,Vehicle,TRUE,1
C93735,21-11-2023,P93735,13474.21,Vehicle,FALSE,0
C93736,03-05-2023,P93736,13913.75,Vehicle,FALSE,0
C93737,23-01-2023,P93737,6627.69,Medical,FALSE,0
C93738,08-04-2023,P93738,13568.34,Vehicle,FALSE,0
C93739,08-07-2023,P93739,12002.97,Medical,TRUE,1
C93740,12-05-2023,P93740,10456.33,Vehicle,FALSE,0
C93741,10-05-2023,P93741,15292.91,Vehicle,TRUE,1
C93742,15-12-2023,P93742,15603.81,Vehicle,FALSE,0
C93743,05-07-2023,P93743,6383,Medical,FALSE,0
C93744,25-11-2023,P93744,10170.09,Vehicle,FALSE,0
C93745,28-01-2023,P93745,9911.92,Vehicle,FALSE,0
C93746,10-06-2023,P93746,8975.1,Vehicle,FALSE,0
C93747,06-10-2023,P93747,3947.94,Medical,FALSE,0
C93748,25-03-2023,P93748,14985.23,Vehicle,FALSE,0
C93749,14-10-2023,P93749,14286.4,Vehicle,TRUE,0
C93750,17-02-2023,P93750,9816.08,Vehicle,FALSE,0
C93751,15-02-2023,P93751,26911.82,Home Damage,FALSE,0
C93752,14-02-2023,P93752,9126.22,Vehicle,TRUE,1
C93753,06-08-2023,P93753,10315.04,Medical,FALSE,0
C93754,05-04-2023,P93754,17177.91,Vehicle,TRUE,1
C93755,03-11-2023,P93755,25845.9,Home Damage,FALSE,0
C93756,30-10-2023,P93756,13609.35,Vehicle,FALSE,0
C93757,13-11-2023,P93757,6975.38,Medical,FALSE,0
C93758,27-06-2023,P93758,13816.03,Vehicle,FALSE,0
C93759,04-02-2023,P93759,3579.9,Medical,FALSE,0
C93760,25-02-2023,P93760,14681.12,Home Damage,FALSE,1
C93761,28-02-2023,P93761,11760.5,Vehicle,TRUE,1
C93762,20-01-2023,P93762,12069.86,Vehicle,FALSE,0
C93763,25-06-2023,P93763,17963.12,Home Damage,FALSE,0
C93764,27-03-2023,P93764,8267.5,Vehicle,FALSE,0
C93765,28-05-2023,P93765,13449.46,Vehicle,FALSE,0
